author,predictor,outcome,rho_raw,ci_raw_lo,ci_raw_hi,rho_partial,ci_part_lo,ci_part_hi,n
human,ccn,vulns_high_sev,0.09872051459405064,0.09518503466276543,0.10231683372222179,0.009294179656342931,0.005902326020200743,0.012615240625094429,280330
human,parameter_count,defects_total,0.4743286507755137,0.47130716475680573,0.47728560828779215,0.42791739653613964,0.42473865391749044,0.43106603472563704,280330
human,parameter_count,def_assignment,0.05269324166839397,0.048955941066530985,0.056442342535733915,0.016961641089783586,0.013102829222254118,0.02080521955622459,280330
human,parameter_count,def_algorithm,0.08543570175849147,0.08164620111781294,0.08914202797446111,0.027749504634845285,0.024032187660011084,0.031367174984928484,280330
human,parameter_count,def_interface,0.5743868019517631,0.5721096578678705,0.5767878187510338,0.5556481623640521,0.553284303783113,0.5581137616676215,280330
human,parameter_count,def_checking,0.03390992404911954,0.030109429116338408,0.03777717888758742,0.0024305487738552423,-0.0014253665323336146,0.006121895582960417,280330
human,parameter_count,def_timing,-0.009137539762347557,-0.012749586932949726,-0.005298386840964033,-0.026900364395007415,-0.030715251004264303,-0.02307552849377058,280330
human,parameter_count,def_function_class_object,0.13754355345114963,0.1341748003137291,0.1408128633441438,0.14140746716217442,0.13807739485222728,0.14495733921504433,280330
human,parameter_count,vulns_total,0.07986646559292773,0.076138288307996,0.08373170826934852,0.029331501760924635,0.025642502839182554,0.03313525710839395,280330
human,parameter_count,vulns_high_sev,0.021335760342092898,0.017616061443604936,0.025114282480842083,-0.008561609055945567,-0.012447869198898918,-0.004818011662534566,280330
human,max_nesting_depth,defects_total,0.22371991092613472,0.22042365733639524,0.22704224135157602,0.002733156820950161,-0.0010197685308556085,0.006202373903526554,280330
human,max_nesting_depth,def_assignment,0.08696763580828235,0.08342774125348425,0.0904458444676007,-0.017318763487035968,-0.020995739790491207,-0.01357660999576764,280330
human,max_nesting_depth,def_algorithm,0.2103752769867091,0.20724412848490162,0.21382644312347518,0.07310340620039313,0.06968134926795465,0.07637855917008607,280330
human,max_nesting_depth,def_interface,0.11155649675338415,0.10778275706872173,0.11514788315267951,-0.023870751708904566,-0.027471339476215537,-0.02024545278844668,280330
human,max_nesting_depth,def_checking,0.09574565814021879,0.09258563524722317,0.09867563877396925,0.0147255617554142,0.011261875934302818,0.017996763692804615,280330
human,max_nesting_depth,def_timing,0.06320343238450693,0.059891511912948565,0.06662445890199357,0.025690974941057567,0.022225136122110647,0.029060062494344487,280330
human,max_nesting_depth,def_function_class_object,-0.013239965535822615,-0.01702172845877486,-0.009503137110701528,-0.023742874208967195,-0.027186513504745144,-0.02026584356715235,280330
human,max_nesting_depth,vulns_total,0.1458866979374417,0.14241196593358663,0.1496899422796867,0.006759656087096643,0.0029133146619590897,0.010463183743308376,280330
human,max_nesting_depth,vulns_high_sev,0.0851296105132458,0.08144497065313067,0.08895397540808897,0.007361990253571229,0.0036206749752949944,0.011096307746346352,280330
human,distinct_operators,defects_total,0.28486427606486636,0.28155195862766413,0.28805574358298347,0.08914222359841009,0.08516015870790154,0.0923467491246453,280330
human,distinct_operators,def_assignment,0.15297525894300387,0.14964360035011023,0.15603760705889747,0.07704443575673764,0.07380398915244427,0.08026604305849558,280330
human,distinct_operators,def_algorithm,0.21826032683925564,0.21511864129397906,0.22154312607029297,0.08095086931064535,0.07721200861931979,0.0843407372726294,280330
human,distinct_operators,def_interface,0.13113742628107466,0.12778067565534104,0.13435013589146005,-1.9096268313681018e-05,-0.0038673183453813414,0.003476554048691775,280330
human,distinct_operators,def_checking,0.11552805968590939,0.11192213154619646,0.11852562083764355,0.041382985500161666,0.03783354952371709,0.0447740685302052,280330
human,distinct_operators,def_timing,0.05678683364253156,0.05307489270748418,0.06054479887599584,0.015197815898785879,0.011549250970915999,0.018860529056927405,280330
human,distinct_operators,def_function_class_object,0.03207357561315066,0.028365562687671014,0.035864578298249766,0.04251809221975919,0.039009054100942867,0.0459474888386845,280330
human,distinct_operators,vulns_total,0.23560732814259144,0.23233782548096688,0.23898742571497056,0.1369468080535516,0.13371980261764044,0.14021543454165836,280330
human,distinct_operators,vulns_high_sev,0.1185001298703718,0.11498983161762173,0.12184131104561192,0.054231616978456486,0.0512079027897693,0.05747457018664607,280330
human,distinct_operands,defects_total,0.29951858095837613,0.2962801849475454,0.3028291511657186,0.05233267204883303,0.048775758128949576,0.05598923298012476,280330
human,distinct_operands,def_assignment,0.14371066358311954,0.14004127681738388,0.14715133246233672,0.04610205899197101,0.04244989468104035,0.049334360377233925,280330
human,distinct_operands,def_algorithm,0.15405155163092166,0.1507867552424313,0.15756608408111014,-0.11138789313022382,-0.11511165714561525,-0.10784546176305791,280330
human,distinct_operands,def_interface,0.1988511850114487,0.19557453896514893,0.20212923969915952,0.09033449557091586,0.08660971839194018,0.09387824467117276,280330
human,distinct_operands,def_checking,0.09766998535572827,0.09416485341884841,0.10079654692747536,-0.021891686789312345,-0.02554207629132639,-0.01845539444002656,280330
human,distinct_operands,def_timing,0.06994708837366334,0.06663483704065591,0.07333188117720861,0.03019082816549984,0.02715942338792699,0.03317030844665306,280330
human,distinct_operands,def_function_class_object,0.036043210201152885,0.03232572496621603,0.03960830158429055,0.07331694353778423,0.06969052662544478,0.07649914291860126,280330
human,distinct_operands,vulns_total,0.2042403270591799,0.20082130553001076,0.20745800223655367,0.06403391486488247,0.06034441864506908,0.0674479344559697,280330
human,distinct_operands,vulns_high_sev,0.12352598598257972,0.12028964426867124,0.12663764205547492,0.05382616030482779,0.05081231822577291,0.05696250154328819,280330
human,total_operators,defects_total,0.32330045905249793,0.32001760485905506,0.32649756290498927,0.10135995061966593,0.0976003030267839,0.10485773341850156,280330
human,total_operators,def_assignment,0.14548859010676582,0.1419863189498327,0.1488050637863646,0.04782638563763263,0.044687943782228234,0.05093830607520768,280330
human,total_operators,def_algorithm,0.22615307337400745,0.22299124420310565,0.22949413286418693,0.04554149611923324,0.0416002678243269,0.04917196170690625,280330
human,total_operators,def_interface,0.19422464786114374,0.19070076818658438,0.19767156334092095,0.08150810206587066,0.07784954397644304,0.08552317995118687,280330
human,total_operators,def_checking,0.10508188966844481,0.10164648465820106,0.10814776477610448,-0.024058659438605513,-0.02770566400731366,-0.020541091514674814,280330
human,total_operators,def_timing,0.0640608818472934,0.0606267450391501,0.06760970422648464,0.013345247945040753,0.010139193938296879,0.016212248485830156,280330
human,total_operators,def_function_class_object,0.008565829065813201,0.004852519195528892,0.012317326711740049,0.013289589621879191,0.009603977128694378,0.016813591058357988,280330
human,total_operators,vulns_total,0.22066519695625092,0.21742559025114774,0.22391507066388058,0.10974668703985613,0.1067248809975086,0.1127556927313835,280330
human,total_operators,vulns_high_sev,0.11836652876977595,0.11497816816006123,0.12167278606481323,0.04048545757631248,0.037596436654626454,0.04333119220017451,280330
human,total_operands,defects_total,0.3208619961727063,0.317628900426574,0.3239970107097655,0.09528898431338212,0.09173064065973185,0.09889072443363897,280330
human,total_operands,def_assignment,0.13976048977993336,0.1361568490623937,0.14320523313247546,0.03149679157909851,0.028250462981338258,0.034581873848705064,280330
human,total_operands,def_algorithm,0.19796680313587411,0.19470231298488636,0.20131875765415605,-0.033745306738595944,-0.03764526093910136,-0.029981086270633908,280330
human,total_operands,def_interface,0.21183953107169978,0.2083635587121765,0.21520638036195358,0.13105416079099963,0.12748430255839208,0.13471627304483585,280330
human,total_operands,def_checking,0.09962959861666959,0.09595800276783291,0.10290633331458603,-0.033989601204964366,-0.03819766870088217,-0.029963770609970204,280330
human,total_operands,def_timing,0.07088663783127278,0.06727761002770752,0.07433369262494662,0.033620098676708794,0.030425629686305126,0.03663895628348117,280330
human,total_operands,def_function_class_object,0.01032719999568842,0.00652498084510866,0.014105933874824969,0.017310231939153174,0.013374270178412428,0.020631406158352652,280330
human,total_operands,vulns_total,0.22381191580194343,0.22061760420589366,0.2270488896865632,0.11562083757281094,0.11249102833894017,0.11851308692100136,280330
human,total_operands,vulns_high_sev,0.12697912237651265,0.12357330697580732,0.13023876687962896,0.06513361785206602,0.06222901027470875,0.06793888749850249,280330
human,halstead_v,defects_total,0.3240336560031475,0.3207361122795287,0.32720958294609315,0.10369660189396203,0.10009245711342372,0.10729289473231797,280330
human,halstead_v,def_assignment,0.1451980442480118,0.14162269294006638,0.14853071374824894,0.04691425454510429,0.04375710750877217,0.049890163814769926,280330
human,halstead_v,def_algorithm,0.21385714305691964,0.2106577900025173,0.21717068941853845,0.005399607990712692,0.001396999051093757,0.0090498006406934,280330
human,halstead_v,def_interface,0.2013105412281609,0.19782583174715282,0.2046600552457001,0.10444964847882388,0.1009772525606411,0.10835673151415547,280330
human,halstead_v,def_checking,0.10455142990945994,0.10111978178519249,0.10772365251750934,-0.026501689946552238,-0.03036089901108449,-0.022869539673074604,280330
human,halstead_v,def_timing,0.06745775435768359,0.06388424784593685,0.07104350730253153,0.023980713709569713,0.021016755653366685,0.02682615723120361,280330
human,halstead_v,def_function_class_object,0.013110482758272136,0.00936107776922144,0.01695075880029877,0.02775407778101531,0.024174053358262827,0.031096320017330717,280330
human,halstead_v,vulns_total,0.22348994109195333,0.22030550192146567,0.22676391193829923,0.11932580752945618,0.11616942017966128,0.1221377762149266,280330
human,halstead_v,vulns_high_sev,0.12317047046197571,0.11972865512198495,0.12642550221900603,0.05575587153848263,0.052762099665058994,0.058713498546991635,280330
human,halstead_difficulty,defects_total,0.3029886830499413,0.29982621274906884,0.3062210364337,0.09725475787697109,0.09349722990207922,0.10082935781662873,280330
human,halstead_difficulty,def_assignment,0.13270812173182053,0.12925686371789522,0.13593525752027794,0.0377001873278331,0.034427799639712126,0.04083087514674176,280330
human,halstead_difficulty,def_algorithm,0.24180104345570078,0.2386414520058461,0.24505098905475198,0.10698240111344488,0.1033701235960252,0.11044322848954001,280330
human,halstead_difficulty,def_interface,0.17072007314135315,0.16746869844193196,0.1740822590232451,0.04754597886570625,0.04409973135511705,0.05113150174980934,280330
human,halstead_difficulty,def_checking,0.10241279232762994,0.09885905124975926,0.10568567132127636,0.011539032681684401,0.007739415071654272,0.015392475158792973,280330
human,halstead_difficulty,def_timing,0.061029916701856056,0.057415868842919965,0.06450608411008807,0.01739083276378794,0.014343950762078376,0.020653995665535774,280330
human,halstead_difficulty,def_function_class_object,-0.009413096210521296,-0.013329409765817564,-0.005606398274691512,-0.021906263028728966,-0.02529661961751343,-0.018717028892245094,280330
human,halstead_difficulty,vulns_total,0.2364544591303255,0.23314562167040798,0.23995849585504858,0.1345872029986535,0.1315821744363627,0.13767921294991972,280330
human,halstead_difficulty,vulns_high_sev,0.11981181615959956,0.11646860547117337,0.12312370082598643,0.05133965954432554,0.04852779880339578,0.054394404371241795,280330
human,halstead_effort,defects_total,0.3254510896594891,0.3222415650616351,0.32857995429008297,0.11089869091935695,0.10727148673004706,0.1144122590573964,280330
human,halstead_effort,def_assignment,0.1443275434950542,0.14082695116138433,0.1477414886852988,0.04562115333337237,0.0425140783684565,0.048546741752761524,280330
human,halstead_effort,def_algorithm,0.23088996052007982,0.2277670654464632,0.23417914521853295,0.06518611366696714,0.06136365122440533,0.06875762224624284,280330
human,halstead_effort,def_interface,0.19553833648689656,0.19213991252401463,0.19899402375235475,0.08272875712862968,0.0794086904108337,0.08651892140162828,280330
human,halstead_effort,def_checking,0.10621302723664218,0.10266338561868915,0.10938880656086031,-0.009221351812630407,-0.013397120113694172,-0.0050833646390316565,280330
human,halstead_effort,def_timing,0.06657064506891743,0.06293994631321216,0.07019865827960615,0.02165733942971936,0.01851970450960093,0.0247930041326199,280330
human,halstead_effort,def_function_class_object,0.005304111231144255,0.0013835356871342338,0.009127809325544339,0.002886648075263827,-0.0005077393799056057,0.006182978398582146,280330
human,halstead_effort,vulns_total,0.23416289332799797,0.23084033911941249,0.2373715522364721,0.1395086614964195,0.13670960720680447,0.1426292144870411,280330
human,halstead_effort,vulns_high_sev,0.12477060813386343,0.12134168589197025,0.1280403492244119,0.05746286750731642,0.05464812214841815,0.06030345081746366,280330
human,mi,defects_total,-0.31821525561419617,-0.32146017498998875,-0.3149679743713245,-0.0985966559426986,-0.10188926633071367,-0.09510812146066841,280330
human,mi,def_assignment,-0.14147373135101862,-0.1449351232831771,-0.13795120458371746,-0.0395838361351276,-0.04266919303151118,-0.03648085036856324,280330
human,mi,def_algorithm,-0.22693031740295985,-0.230203952581104,-0.22372182429362097,-0.04019389717075359,-0.043089732770316774,-0.03667771848664819,280330
human,mi,def_interface,-0.18687202731083485,-0.190247832717758,-0.18340552459192752,-0.08237727908398337,-0.0859224097240742,-0.07915730836989081,280330
human,mi,def_checking,-0.11773451896232542,-0.12071003339302223,-0.11456048755158506,0.002469142302281381,-0.0010689705886972817,0.006084858032441824,280330
human,mi,def_timing,-0.06522208856561615,-0.06873856396694061,-0.061716106267931295,-0.02036373569600134,-0.02308113404340902,-0.017357029120064708,280330
human,mi,def_function_class_object,-0.004770632835538056,-0.008591787456716795,-0.0011587118684182008,-0.002076139108610043,-0.005653364763404903,0.001631555721199417,280330
human,mi,vulns_total,-0.20498850154236942,-0.20836455749493377,-0.20160838198520395,-0.07983462700052826,-0.08290576880250314,-0.07647006657537889,280330
human,mi,vulns_high_sev,-0.11550561231417264,-0.11894763024796066,-0.1121206229807142,-0.03969061984812007,-0.04262561578777197,-0.036588537162974055,280330
human,naturalness,defects_total,0.04928085545630556,0.045373868195390486,0.05279401737200939,0.04630597675065096,0.04260277394626841,0.04995570745080586,280330
human,naturalness,def_assignment,-3.466989365349363e-05,-0.003488141103179289,0.003341003561213448,-0.002394084711975751,-0.005957072902203129,0.001008873702595874,280330
human,naturalness,def_algorithm,0.1513577984979846,0.1480314659001604,0.15475540660306317,0.15141785398658722,0.14820925602858176,0.15475286509043623,280330
human,naturalness,def_interface,-0.03793570246070198,-0.04186489695229118,-0.034239519263275155,-0.04162683490358249,-0.04535924748241391,-0.03784723422322006,280330
human,naturalness,def_checking,0.04845976954833529,0.045421768113580334,0.05179340741516732,0.04677725003008816,0.043626491513101176,0.05000251927531491,280330
human,naturalness,def_timing,0.018093254335961893,0.015001916965782503,0.02133430600825857,0.017057617206308544,0.014009132118950005,0.0202992369678235,280330
human,naturalness,def_function_class_object,0.0023451232371133044,-0.0011191994378176016,0.005772153899194597,0.002268358843074799,-0.0012492417918120544,0.005685956442317478,280330
human,naturalness,vulns_total,0.03962452374564411,0.03618199726188884,0.04284778204259374,0.037013855108588095,0.033695017106717434,0.04015223675194483,280330
human,naturalness,vulns_high_sev,0.010808527586939355,0.007712680182727465,0.013915839244810832,0.008974587747142809,0.00591374377165197,0.012178667280071892,280330
gptoss,sample_nloc,defects_total,0.2496157504768424,0.24626530488722204,0.2530597641110723,nan,nan,nan,270936
gptoss,sample_nloc,def_assignment,0.07357463158161241,0.06949963841393508,0.07715529392344242,nan,nan,nan,270936
gptoss,sample_nloc,def_algorithm,0.1532396266344661,0.1497556717645342,0.1566441681090213,nan,nan,nan,270936
gptoss,sample_nloc,def_interface,0.16687272864106178,0.1632293138730869,0.17042864934367322,nan,nan,nan,270936
gptoss,sample_nloc,def_checking,0.09536695903887872,0.0923357077090302,0.09836736664434377,nan,nan,nan,270936
gptoss,sample_nloc,def_timing,0.055937447565702104,0.05216590448550361,0.0598223423272645,nan,nan,nan,270936
gptoss,sample_nloc,def_function_class_object,0.06613610661444716,0.0624598964664938,0.07001595393826922,nan,nan,nan,270936
gptoss,sample_nloc,vulns_total,0.21084210992405694,0.2071650069899461,0.21441726484166546,nan,nan,nan,270936
gptoss,sample_nloc,vulns_high_sev,0.07992249707855882,0.07633109576539573,0.08349619953913244,nan,nan,nan,270936
gptoss,nloc,defects_total,0.2502229662072714,0.24687578213031422,0.2536953955680946,0.022894500622092508,0.019958097815494378,0.025771136876409827,270936
gptoss,nloc,def_assignment,0.07368047361038277,0.06964221903415385,0.07723274114498882,0.004385027255823248,0.001386575642535024,0.007233887529505551,270936
gptoss,nloc,def_algorithm,0.1534275190209141,0.14995259050460513,0.1568214806754687,0.008243585870546665,0.005913487703105489,0.010546058735200106,270936
gptoss,nloc,def_interface,0.16752020977361642,0.16388530855652061,0.17110457271328325,0.022271775297407575,0.01975231625097378,0.024792421382791453,270936
gptoss,nloc,def_checking,0.09540768122584904,0.09237150167479083,0.098433070815569,0.0028303053319778987,0.0010830659060934306,0.004376036913224698,270936
gptoss,nloc,def_timing,0.05568124451289104,0.05195390214670209,0.05959877732438483,-0.006635500284992279,-0.01156676765518904,-0.002347514511637963,270936
gptoss,nloc,def_function_class_object,0.06616294536308315,0.062473366586163454,0.07004914366012674,0.0019166150182967174,-0.0012912129025965584,0.00501093578687857,270936
gptoss,nloc,vulns_total,0.21074993971171918,0.20705484158381912,0.2142864040608236,0.0008635628043784463,-0.0025674004922088536,0.0038819877915147755,270936
gptoss,nloc,vulns_high_sev,0.07959528177048404,0.0760215052724388,0.08314268531778779,-0.008344576628639801,-0.013470107997111508,-0.0034075242364628236,270936
gptoss,ccn,defects_total,0.1925052594522445,0.18906200494488815,0.19604687803624485,-0.0005859593921908607,-0.004403796148356895,0.0031438335154626014,270936
gptoss,ccn,def_assignment,0.043813595923196454,0.040112712938906364,0.047332945525097786,-0.020586871066752936,-0.024093401777821113,-0.017078112027123876,270936
gptoss,ccn,def_algorithm,0.11741404009812659,0.11356008676775062,0.12109869340481752,-0.0015724806078544508,-0.004978521054479389,0.0019473634104938701,270936
gptoss,ccn,def_interface,0.13774921513490085,0.13404774405465594,0.14163255323192397,0.014083159659337667,0.00986970422466298,0.018062665148609772,270936
gptoss,ccn,def_checking,0.09660798079133188,0.09330822093470835,0.0998865720552554,0.036273652928588924,0.03329902382430729,0.03911755809226109,270936
gptoss,ccn,def_timing,0.05252210309396351,0.048579897555211804,0.05652187379885642,0.014675755453659498,0.011812353632753472,0.01802035944991478,270936
gptoss,ccn,def_function_class_object,0.03386496206545456,0.03013063487364592,0.037460134085217,-0.027208546257721043,-0.03114898250723759,-0.023318419327888026,270936
gptoss,ccn,vulns_total,0.18564251066679988,0.18212238004522138,0.1891496917501152,0.036636908749586604,0.03312678341429409,0.040250257378756205,270936
gptoss,ccn,vulns_high_sev,0.07080463650732684,0.06703639499075778,0.07455798777988722,0.014305519945895422,0.011021484609796553,0.01760283547510872,270936
gptoss,parameter_count,defects_total,0.48323863114060195,0.4801599857208968,0.4861988928809311,0.4412465246799461,0.438004029455895,0.44433030733213247,270936
gptoss,parameter_count,def_assignment,0.0183262779890955,0.014373806299818763,0.022074868925581855,-0.004462138716169074,-0.00831364219489122,-0.0007056179300524723,270936
gptoss,parameter_count,def_algorithm,0.06419750431264053,0.06064239183451122,0.06791286919611271,0.01829300566151103,0.014616388032578314,0.022120113452580806,270936
gptoss,parameter_count,def_interface,0.5548112049037404,0.552116087430738,0.5573281852226081,0.5366567992388491,0.5338110591479207,0.5393269092060748,270936
gptoss,parameter_count,def_checking,0.015381693033492348,0.011822246378744138,0.019203977470165393,-0.014631321281130098,-0.018383261743686475,-0.01070284274703979,270936
gptoss,parameter_count,def_timing,-0.025448076729909702,-0.02921803609037519,-0.021551636009661874,-0.0448280658029017,-0.04869311888005454,-0.04100426455196337,270936
gptoss,parameter_count,def_function_class_object,0.21528577577212732,0.21209065919594455,0.21826368452927478,0.2053250987665611,0.202244326089551,0.2081690396599832,270936
gptoss,parameter_count,vulns_total,0.10053591690437373,0.09700584111492808,0.10410545586721529,0.03856350648586083,0.034832513219397954,0.042479733611828344,270936
gptoss,parameter_count,vulns_high_sev,0.01598254473616264,0.012100728385152321,0.019510485300673945,-0.008986286208807447,-0.013009485778404767,-0.005065091230475615,270936
gptoss,max_nesting_depth,defects_total,0.15302411266223132,0.14946941442871683,0.15668564825356332,-0.003678829995208994,-0.0072440561315187885,0.00010731516274026792,270936
gptoss,max_nesting_depth,def_assignment,-0.0009180199247992351,-0.0050218204387523484,0.002957976406219398,-0.06011947772772928,-0.0637752291016941,-0.05607107018709546,270936
gptoss,max_nesting_depth,def_algorithm,0.14786225176357404,0.14479116000525058,0.15122481879262203,0.06762785688862971,0.06440456787019988,0.07109614699733421,270936
gptoss,max_nesting_depth,def_interface,0.10328998155347752,0.09982143626964479,0.10709157785708232,-0.0011294955676550392,-0.004799794707004347,0.0028999435648817597,270936
gptoss,max_nesting_depth,def_checking,0.0661327578437387,0.06290059049380872,0.06929323203285255,0.008493868114340577,0.005272592732048921,0.011690736514482495,270936
gptoss,max_nesting_depth,def_timing,0.04729077692709346,0.04378443726673412,0.05113948243636278,0.01586469231745158,0.012358523651900342,0.01941079587646914,270936
gptoss,max_nesting_depth,def_function_class_object,0.029440779282475554,0.02566478684940815,0.03349411434375536,-0.015188793000195313,-0.018911230748370363,-0.011168602861639723,270936
gptoss,max_nesting_depth,vulns_total,0.101003242857743,0.09737199441124517,0.10508114917130804,-0.040070138940222766,-0.04339530104008868,-0.03619026001544111,270936
gptoss,max_nesting_depth,vulns_high_sev,0.05114804147687604,0.04732945454154817,0.055005416291158134,0.0016196352375705053,-0.0017603676666241201,0.00518189290266709,270936
gptoss,distinct_operators,defects_total,0.22379329515427981,0.22013654266258745,0.22727998062450372,0.08751471452916453,0.08385923104232416,0.09114350105576509,270936
gptoss,distinct_operators,def_assignment,0.06745865626830198,0.06389061369282552,0.0710289440630737,0.026985198069005067,0.02340918871932922,0.03057852102292074,270936
gptoss,distinct_operators,def_algorithm,0.13616676423106625,0.13260575394661914,0.1395093303505684,0.05104960710434571,0.04737604929346041,0.05483523988223452,270936
gptoss,distinct_operators,def_interface,0.13488101813285128,0.13145289538823596,0.1384487821202631,0.038141855998477206,0.03446993642148911,0.04194145744635566,270936
gptoss,distinct_operators,def_checking,0.08191607317158066,0.07851306773091281,0.08539180451548455,0.02786787412503348,0.024530963929759956,0.03127992272467929,270936
gptoss,distinct_operators,def_timing,0.04650698432098417,0.04289946830483445,0.05022220464696936,0.014301283122629231,0.011057996879062821,0.017562784883355033,270936
gptoss,distinct_operators,def_function_class_object,0.10323213827862925,0.09968813010979632,0.10696044367190757,0.07944358148692897,0.0760330998000116,0.08324134592796323,270936
gptoss,distinct_operators,vulns_total,0.25356920709894565,0.25053549014879317,0.2566837248505101,0.15860169668108037,0.15570106936495975,0.16185225082698357,270936
gptoss,distinct_operators,vulns_high_sev,0.08545306522790187,0.0821120917782705,0.08877761033165028,0.045120957738422236,0.04223018707202377,0.04814802759385308,270936
gptoss,distinct_operands,defects_total,0.29126186834995543,0.28769207185055484,0.2945764980675006,0.15529691285580302,0.15107025305422073,0.15902284280526524,270936
gptoss,distinct_operands,def_assignment,0.08181054025737189,0.0777434096549346,0.08563074363241087,0.03699311964664918,0.033110963428738135,0.04065164183725359,270936
gptoss,distinct_operands,def_algorithm,0.09143652523938921,0.08780612569462973,0.09490532432006422,-0.06925407619085357,-0.07342474947839452,-0.06539455054214852,270936
gptoss,distinct_operands,def_interface,0.23367235143895013,0.23002193471603108,0.2371985251714752,0.1746627752357994,0.1707268493078976,0.17826703542860067,270936
gptoss,distinct_operands,def_checking,0.07798716218503998,0.07457969351504135,0.081345879998148,-0.003816944101068844,-0.007708210113328473,-0.00016090068363419966,270936
gptoss,distinct_operands,def_timing,0.06642524193270338,0.06253042215080792,0.07022175729735132,0.03588108101501322,0.03247442410358407,0.03905525050973592,270936
gptoss,distinct_operands,def_function_class_object,0.11782303714766218,0.11438933796534587,0.1213092879961487,0.11489392037315009,0.11129858056377179,0.11851619771707997,270936
gptoss,distinct_operands,vulns_total,0.24868118398875763,0.24522813383812792,0.25180058596534044,0.13495344500169573,0.13142754024878667,0.1382115768444583,270936
gptoss,distinct_operands,vulns_high_sev,0.09861698578243419,0.0951877825749426,0.1018046394890867,0.05819783402950308,0.05528991324141852,0.06134208795704765,270936
gptoss,total_operators,defects_total,0.28208795166607925,0.27873157312461544,0.2854594590632893,0.13773506201897745,0.13360533756502305,0.1415304631238868,270936
gptoss,total_operators,def_assignment,0.07255819315674743,0.06890150022095767,0.07595503002414886,0.012773852710319247,0.009465795135472448,0.015844681390303036,270936
gptoss,total_operators,def_algorithm,0.15040004586186823,0.1468367010593658,0.153880730577051,0.025014925136691294,0.02075617577883747,0.02896387476043679,270936
gptoss,total_operators,def_interface,0.20837218668326318,0.20491372167850336,0.21198485056523822,0.14081063441169264,0.13688364773202896,0.14431101191185827,270936
